ID,CRE,BILL_1,BILL_2,BILL_3,STA_1,STA_2,STA_3,AMT_1,AMT_2,AMT_3
507,5688,3470,3335,3337,duly,duly,duly,151,126,131
508,19197,15132,14241,13011,duly,duly,duly,715,542,536
509,19197,19480,18890,19440,duly,duly,duly,786,818,736
510,27018,6145,5252,4412,duly,duly,duly,643,144,128
511,12798,601,731,424,duly,duly,duly,97,196,356
512,23463,12723,11690,11219,duly,duly,duly,498,412,427
513,14220,220,789,67,,,duly,189,788,123
514,25596,364,379,143,,,duly,427,308,145
515,14220,5767,4849,4964,duly,delay,duly,234,186,173
516,10665,273,361,199,duly,duly,duly,208,478,99
517,12798,7,14,25,delay,delay,duly,7,11,18
518,2133,2431,2331,2200,delay,delay,delay,0,0,0
519,22752,12119,11614,10802,delay,duly,duly,711,711,711
520,3555,2935,504,475,duly,duly,duly,122,31,31
521,2133,99,197,0,duly,duly,duly,102,109,0
522,7821,3688,3338,2954,duly,duly,duly,163,116,99
523,14220,31,202,2127,,,duly,31,202,2183
524,6399,478,550,604,duly,duly,duly,79,51,24
525,5688,2644,0,0,delay,,duly,178,0,0
526,9243,361,471,249,duly,duly,duly,77,19,0
527,19908,2558,10079,10771,duly,duly,duly,3911,462,640
528,4977,4261,2815,1191,duly,duly,duly,141,23,807
529,7110,817,0,0,duly,,duly,0,0,0
530,36261,1024,657,333,duly,duly,duly,1032,425,331
531,4266,4406,4270,4024,delay,delay,duly,100,213,924
532,3555,985,533,0,duly,duly,delay,88,0,0
533,2133,1993,2062,0,duly,duly,delay,104,21,0
534,7110,153,246,122,duly,duly,duly,47,284,180
535,10665,0,0,14,delay,,delay,0,10,277
536,3555,98,246,98,duly,duly,duly,197,0,242
537,1422,1367,1051,682,duly,duly,duly,92,53,6
538,14931,15496,15293,11589,duly,duly,duly,661,569,441
539,6399,171,33,792,duly,,duly,0,192,972
540,1422,0,0,0,delay,,duly,0,0,0
541,5688,2662,562,1008,duly,duly,duly,1178,733,495
542,25596,11637,5132,522,duly,duly,duly,577,74,6856
543,4266,3984,2779,2800,duly,duly,duly,139,124,139
544,14931,86,-1,209,delay,,duly,87,210,3195
545,12087,3237,3444,3745,duly,delay,duly,217,142,284
546,25596,674,2179,952,duly,duly,duly,1557,1592,483
547,10665,32,26,46,duly,,duly,0,26,39
548,4977,4894,5027,5013,duly,duly,duly,223,199,192
549,3555,3617,3522,3465,delay,delay,duly,128,107,249
550,8532,8151,8277,8471,duly,duly,duly,347,346,625
551,34128,1028,80,469,duly,duly,duly,59,190,371
552,1422,1054,1269,1768,duly,delay,duly,156,12,11
553,6399,1301,399,719,duly,duly,duly,213,160,122
554,6399,3006,3008,3197,delay,delay,duly,71,128,124
555,42660,1222,1932,971,duly,duly,duly,1244,1725,711
556,35550,0,0,41,,,duly,0,0,41
557,2133,1694,1816,1911,duly,duly,duly,103,68,87
558,17064,255,-133,-133,delay,,duly,0,0,0
559,14931,11304,8846,8085,duly,duly,duly,518,427,782
560,18486,-14,230,115,delay,,duly,0,306,54
561,3555,0,1453,259,delay,duly,duly,444,569,36
562,23463,754,546,524,,,duly,1280,459,671
563,15642,4534,4391,4689,duly,duly,duly,391,284,213
564,19908,3823,2724,3077,duly,duly,duly,431,320,592
565,12798,2072,1685,16,duly,duly,duly,1728,16,74
566,6399,3825,6167,5715,duly,duly,duly,3447,224,249
567,10665,88,64,0,,,duly,93,0,0
568,2133,2144,2056,1944,duly,duly,duly,178,213,142
569,2133,1965,1908,1869,duly,duly,duly,128,71,36
570,21330,22,22,28,duly,duly,duly,22,22,28
571,28440,13031,4565,2964,duly,duly,duly,1645,108,2033
572,19197,160,686,7,,duly,duly,376,14,0
573,24885,2629,1592,2445,duly,duly,duly,1870,808,2168
574,13509,879,1161,1211,duly,duly,duly,1351,1471,876
575,4266,1575,3121,2756,duly,duly,duly,3193,103,124
576,22041,4410,8110,3618,delay,duly,duly,4906,1138,284
577,19197,2307,1935,1004,duly,duly,duly,889,711,1101
578,9243,8985,5889,3387,duly,duly,duly,332,121,122
579,24174,17674,17421,11728,duly,duly,duly,654,523,400
580,12087,4481,2240,117,duly,duly,duly,320,0,117
581,22752,-405,6811,8018,,,duly,0,7231,11061
582,1422,1290,1285,1210,duly,duly,duly,106,79,71
583,2133,2099,2040,2080,delay,duly,duly,71,69,39
584,14220,0,1481,2790,delay,,duly,0,1524,73
585,14220,9695,10392,10427,duly,delay,delay,460,576,176
586,3555,3256,2369,1398,duly,duly,duly,142,142,58
587,12087,3176,3407,4695,duly,duly,duly,164,213,1209
588,10665,10223,10688,0,duly,duly,duly,377,124,0
589,2133,1549,1160,1028,delay,delay,delay,103,54,19
590,1422,388,1034,1264,delay,duly,delay,178,359,219
591,14220,9785,10278,10773,duly,duly,duly,391,427,427
592,19908,0,28,44,,,duly,0,72,0
593,5688,2837,2000,4072,,duly,duly,94,2064,232
594,12087,12149,9070,7090,duly,duly,delay,406,448,124
595,7110,3383,3600,0,duly,duly,duly,178,107,0
596,3555,2528,1670,1380,duly,duly,duly,102,82,50
597,8532,1271,793,736,duly,duly,duly,264,1406,0
598,11376,117,105,104,duly,duly,duly,114,170,43
599,17064,667,1960,288,duly,duly,duly,1188,0,23
600,18486,18079,10425,1523,duly,duly,duly,511,857,1067
601,6399,7268,6602,5881,duly,duly,duly,248,231,226
602,3555,2786,2953,3000,delay,delay,delay,174,121,89
603,27018,10176,4337,3705,duly,duly,duly,810,1067,1626
604,12087,13,-7,78,duly,,duly,0,0,85
605,25596,0,0,0,delay,,duly,0,0,0
606,3555,0,0,0,delay,,duly,0,0,321
607,11376,299,259,95,duly,duly,duly,169,149,203
608,6399,4249,5107,5778,duly,duly,delay,356,711,362
609,2133,1683,1710,1828,delay,delay,duly,114,103,141
610,11376,2962,3118,3413,duly,duly,duly,196,137,284
611,13509,7507,6837,6367,duly,duly,duly,391,329,238
612,3555,1852,1981,2045,delay,duly,duly,107,116,76
613,5688,5449,5665,2013,duly,duly,duly,246,169,92
614,22752,218,1099,349,,duly,duly,544,335,110
615,2133,2103,2023,851,delay,delay,duly,41,1888,0
616,19197,6924,5319,7995,duly,duly,duly,250,3471,267
617,1422,1469,1392,591,delay,delay,duly,0,26,0
618,14220,98,186,45,duly,duly,duly,134,36,46
619,8532,1203,1324,1443,duly,duly,duly,93,49,117
620,19908,1743,437,399,duly,duly,duly,1709,263,593
621,9243,3634,3320,1609,duly,delay,duly,164,53,71
622,26307,1295,1293,1473,duly,duly,duly,105,75,391
623,39105,2939,2447,1898,duly,duly,duly,126,76,76
624,1422,1394,1187,601,duly,duly,delay,123,65,412
625,3555,1804,1750,1497,delay,delay,delay,138,28,48
626,9243,2551,479,280,duly,duly,duly,143,178,32
627,4266,1152,1623,1972,duly,duly,duly,142,391,71
628,7110,149,40,173,duly,duly,duly,81,102,166
629,9243,8570,3902,3505,duly,duly,duly,249,124,166
630,4266,2642,4495,4627,delay,delay,delay,1987,828,107
631,10665,682,266,376,duly,duly,duly,670,188,0
632,6399,5987,3610,0,duly,duly,duly,222,94,0
633,35550,8530,5765,2108,duly,duly,duly,623,1086,623
634,5688,1668,1911,1947,delay,delay,delay,153,82,89
635,22752,228,1096,1794,,,duly,29,2020,158
636,10665,2513,2567,2680,delay,duly,delay,138,193,75
637,4266,2282,2896,3251,duly,duly,delay,356,356,356
638,8532,0,162,820,delay,duly,duly,52,559,51
639,3555,1970,1368,1366,duly,duly,delay,92,61,64
640,14220,13098,13884,13412,delay,delay,delay,860,224,249
641,2844,2280,2445,2558,duly,duly,delay,142,160,53
642,1422,1074,1094,1249,delay,duly,delay,57,142,36
643,16353,1074,5314,10781,duly,duly,duly,288,5383,358
644,5688,216,329,65,delay,duly,duly,254,75,70
645,14931,0,0,0,delay,,delay,0,0,0
646,3555,232,0,0,duly,,duly,53,0,0
647,12798,7378,6160,6426,duly,duly,duly,324,285,284
648,12087,914,807,99,duly,duly,duly,91,60,93
649,3555,3153,1713,1254,duly,duly,duly,97,43,113
650,27729,12538,13255,13913,duly,duly,duly,582,533,711
651,25596,428,241,203,duly,duly,duly,212,248,464
652,4266,3940,2776,2014,duly,duly,duly,188,108,77
653,14220,8111,8586,8957,duly,duly,duly,451,316,356
654,4977,2168,2334,2381,delay,delay,delay,167,53,156
655,5688,2691,377,75,duly,delay,duly,120,181,0
656,3555,1444,1219,1547,duly,delay,duly,107,104,2138
657,13509,13172,9325,6600,duly,duly,duly,551,249,263
658,8532,690,560,29,duly,duly,duly,898,101,0
659,17775,18075,17242,16529,duly,duly,duly,800,711,640
660,4977,6587,6560,3765,delay,delay,duly,124,185,161
661,711,576,373,658,duly,duly,duly,80,371,47
662,2133,1846,1980,2091,delay,duly,duly,142,124,124
663,34128,28,83,110,duly,duly,duly,13,186,33
664,3555,2331,237,0,duly,duly,duly,107,0,0
665,14220,8799,8656,7919,duly,delay,delay,564,498,368
666,3555,2434,1254,1222,duly,duly,duly,93,96,213
667,18486,804,13,-5,,,duly,711,0,0
668,1422,1514,7,1068,duly,delay,duly,770,1022,56
669,12087,7119,2346,2685,duly,duly,duly,213,213,213
670,3555,2869,2728,1655,duly,duly,duly,135,107,71
671,12087,1407,1366,960,duly,duly,duly,102,25,6
672,21330,3089,2363,1092,duly,duly,delay,123,27,38
673,9243,9080,7242,2950,delay,duly,duly,329,161,1113
674,35550,0,10,9,,,duly,10,0,102
675,19197,541,614,155,duly,duly,duly,77,434,27
676,22752,204,229,159,duly,duly,duly,249,197,217
677,3555,3442,1379,1365,duly,duly,duly,1093,49,53
678,1422,1394,1411,1426,duly,duly,duly,107,64,52
679,2133,2002,1996,1666,duly,duly,duly,122,89,932
680,7110,1870,2007,2134,delay,delay,delay,113,153,92
681,2844,2413,2493,2644,delay,duly,duly,56,110,142
682,25596,154,0,0,duly,,duly,100,0,87
683,9243,5105,1804,412,delay,duly,duly,50,13,0
684,3555,99,28,28,duly,duly,duly,75,28,28
685,16353,5328,5156,3353,duly,delay,duly,366,96,127
686,1422,646,0,0,duly,,delay,107,0,0
687,14220,5313,0,0,duly,,duly,71,0,0
688,2133,1694,826,0,duly,delay,delay,108,0,0
689,3555,1547,1453,1337,duly,duly,duly,94,48,47
690,25596,121,108,138,,,duly,107,138,147
691,3555,1462,1383,1365,delay,duly,duly,56,53,62
692,7110,7100,7335,7239,delay,delay,delay,281,238,0
693,9243,567,671,682,duly,duly,duly,82,57,36
694,3555,2949,3110,3460,duly,duly,delay,142,259,71
695,1422,1021,1224,1256,duly,delay,duly,170,36,142
696,18486,2068,1616,822,duly,duly,duly,889,559,816
697,39105,38938,38519,24379,delay,duly,duly,1563,6457,5772
698,14220,13208,13714,12709,duly,duly,duly,492,486,465
699,25596,360,114,28,delay,duly,duly,388,114,28
700,7821,7510,6857,6613,duly,duly,duly,384,281,252
701,711,600,690,356,duly,duly,duly,85,14,36
702,3555,1260,156,0,duly,duly,duly,710,0,0
703,1422,661,1374,669,duly,duly,duly,728,27,196
704,8532,5090,5302,4425,duly,duly,duly,192,217,135
705,11376,71,3519,-36,,,duly,3537,0,0
706,2844,2042,2283,2359,delay,delay,delay,241,96,0
707,14220,111,267,457,duly,delay,delay,48,249,498
708,7821,6709,3749,3586,delay,duly,delay,161,244,140
709,4977,2016,0,0,duly,,duly,66,0,0
710,6399,2135,0,16,duly,,duly,36,0,761
711,10665,205,142,107,,,duly,205,124,107
712,5688,4052,4018,608,duly,duly,duly,152,73,42
713,4266,3314,2720,1847,duly,duly,duly,132,206,120
714,15642,903,234,76,duly,,duly,315,186,0
715,12798,3853,3725,3639,duly,delay,duly,156,142,178
716,11376,78,82,110,delay,duly,duly,50,64,106
717,7110,6883,-356,-356,duly,,duly,178,0,0
718,3555,2605,1310,1379,duly,duly,duly,92,65,48
719,1422,1097,324,54,duly,duly,duly,124,36,0
720,1422,1052,1265,557,duly,duly,duly,142,71,0
721,3555,2563,1266,1311,duly,duly,duly,103,48,50
722,19197,9051,3970,2574,duly,duly,duly,267,71,2346
723,10665,90,80,44,delay,duly,duly,51,57,95
724,6399,6429,6267,6386,duly,delay,duly,320,252,302
725,25596,3314,2019,1761,duly,duly,duly,213,356,716
726,9243,90,95,47,duly,duly,delay,90,83,28
727,3555,2734,3042,3156,delay,delay,delay,178,64,250
728,2133,2042,1509,1613,delay,duly,delay,59,98,23
729,7821,7997,5710,3612,duly,duly,duly,317,252,132
730,25596,9343,-1,76,duly,,duly,174,77,0
731,3555,1240,1355,835,duly,duly,duly,178,71,111
732,17064,16360,15990,16427,duly,duly,duly,675,604,995
733,14220,14439,13707,9881,duly,duly,duly,515,385,372
734,3555,850,346,376,duly,delay,duly,113,198,17
735,35550,609,568,178,duly,duly,duly,235,227,261
736,1422,662,767,823,duly,delay,duly,92,39,53
737,1422,1157,1279,835,duly,duly,duly,100,71,16
738,3555,2332,2497,2527,delay,delay,delay,142,71,142
739,17064,1634,1272,1715,duly,duly,duly,712,711,711
740,14220,377,1386,183,,,duly,1429,323,463
741,4266,4189,3443,1950,duly,duly,duly,175,101,92
742,11376,0,0,0,,,duly,0,0,0
743,3555,1979,706,700,duly,duly,duly,107,26,24
744,5688,4491,3609,3109,duly,duly,duly,170,116,126
745,5688,5644,5229,4131,duly,duly,duly,203,171,121
746,4977,2241,2377,2675,delay,duly,duly,57,213,122
747,30573,944,1039,1101,delay,duly,delay,107,124,142
748,3555,2995,2896,2314,delay,delay,duly,125,46,95
749,19908,9281,2388,12467,duly,duly,duly,146,6700,448
750,4977,3832,3035,3148,duly,duly,duly,151,111,116
751,5688,4228,3097,2805,duly,duly,duly,536,286,358
752,14220,3599,3744,2691,duly,duly,duly,145,89,348
753,12087,-19,3544,-2,delay,duly,duly,3555,0,0
754,25596,764,490,1698,duly,duly,duly,334,963,1123
755,9954,7866,7866,8120,delay,duly,duly,196,352,306
756,21330,59,0,0,delay,,duly,59,0,10
757,4977,4867,877,1096,duly,duly,delay,174,238,36
758,711,358,459,511,delay,duly,duly,45,60,30
759,12798,8742,5850,5778,duly,duly,duly,284,238,215
760,1422,680,819,873,duly,delay,duly,107,71,50
761,4266,705,706,1838,duly,duly,duly,671,1390,356
762,25596,25067,19810,19791,delay,duly,duly,406,716,848
763,7110,7314,1810,710,delay,duly,duly,201,76,356
764,2133,2058,2149,2126,delay,delay,delay,149,39,36
765,9243,9332,6348,3341,duly,duly,duly,451,93,96
766,9954,3151,3267,3330,delay,delay,duly,199,65,137
767,14220,0,0,0,delay,,duly,0,0,0
768,5688,5507,4338,4098,duly,duly,duly,202,160,196
769,3555,3481,1706,0,duly,duly,duly,107,0,0
770,3555,1002,1066,1241,duly,delay,duly,107,107,114
771,3555,1822,1835,1811,delay,duly,delay,69,1006,111
772,1422,792,0,0,duly,,duly,36,0,0
773,17064,0,0,0,delay,,delay,0,0,0
774,29151,6171,5208,4814,duly,duly,duly,569,320,320
775,1422,1393,1381,696,duly,duly,duly,107,64,0
776,10665,2053,2088,2254,duly,delay,duly,338,356,142
777,21330,89,106,159,duly,duly,duly,107,142,89
778,20619,23,35,430,delay,duly,duly,35,12,438
779,7110,109,803,627,duly,duly,duly,464,362,472
780,16353,1542,1179,126,duly,duly,duly,225,112,213
781,6399,0,0,0,delay,,duly,0,0,0
782,15642,14126,8779,8507,duly,duly,duly,462,192,1123
783,21330,81,0,0,duly,,duly,0,0,0
784,11376,10916,9756,7165,duly,duly,duly,492,392,211
785,4266,4013,2189,1892,duly,duly,duly,178,107,142
786,2133,194,315,219,duly,duly,duly,234,230,226
787,12087,49,139,156,duly,duly,duly,133,157,81
788,14220,14191,12926,10676,duly,duly,duly,532,438,387
789,24885,13573,16444,17775,duly,duly,duly,609,7897,677
790,10665,10335,8216,7808,delay,duly,duly,275,208,130
791,3555,0,0,0,delay,,duly,0,0,0
792,14220,10786,11236,11782,duly,duly,duly,397,443,463
793,2133,1827,1468,0,duly,duly,delay,110,37,0
794,7110,17,263,9,delay,delay,duly,4,263,9
795,19908,10720,10988,7127,duly,duly,duly,312,253,3912
796,14220,1616,140,0,,,duly,1038,0,0
797,35550,595,436,195,duly,duly,duly,231,799,1327
798,6399,227,35,0,duly,duly,duly,213,0,0
799,4266,3687,2368,1894,duly,duly,duly,131,89,91
800,21330,725,1138,271,duly,delay,duly,1121,30,542
801,3555,3540,2752,2115,duly,duly,duly,3278,1054,84
802,35550,5633,4550,1363,duly,delay,duly,2376,18,7590
803,3555,835,0,0,duly,,duly,0,0,0
804,25596,0,645,0,,,duly,429,216,0
805,35550,23,2655,178,delay,duly,duly,1152,3803,293
806,14220,645,309,6376,duly,delay,duly,443,512,6261
807,5688,4016,3634,1494,duly,duly,duly,145,137,59
808,8532,3381,2206,955,duly,duly,duly,169,263,11
809,19197,1358,1542,1167,delay,duly,delay,142,71,142
810,3555,2707,2936,2941,delay,delay,delay,216,53,100
811,18486,12014,10831,10127,duly,duly,duly,448,385,374
812,7821,261,332,402,duly,duly,duly,84,71,89
813,25596,109,81,0,duly,delay,duly,88,0,0
814,11376,3102,2917,2287,duly,duly,duly,137,86,94
815,9954,5665,5914,6154,duly,duly,duly,284,231,397
816,16353,1577,685,571,duly,duly,duly,142,304,3325
817,3555,3251,864,407,duly,duly,duly,140,36,15
818,39105,4824,3297,1389,duly,duly,duly,223,113,53
819,9954,815,966,1119,duly,delay,duly,171,107,107
820,11376,11259,6795,10981,duly,duly,duly,441,5944,413
821,11376,0,0,0,delay,,duly,0,0,0
822,14220,443,1502,1408,duly,duly,duly,976,438,899
823,17064,16978,15471,13981,duly,duly,duly,748,547,533
824,1422,1354,1375,1257,duly,duly,duly,90,52,11
825,3555,170,0,0,duly,,duly,0,0,0
826,6399,168,301,213,duly,duly,duly,352,18,213
827,711,119,14,42,duly,duly,duly,66,28,28
828,15642,8292,9142,9354,duly,delay,duly,782,178,331
829,3555,1457,748,534,duly,duly,duly,78,16,162
830,1422,430,453,548,delay,delay,duly,43,46,28
831,711,651,587,591,delay,duly,duly,46,51,46
832,17775,45,66,280,delay,delay,delay,0,21,391
833,5688,932,694,445,delay,duly,duly,471,445,445
834,9243,9259,9366,9935,delay,duly,delay,221,540,319
835,20619,15447,16359,16665,delay,delay,delay,640,356,640
836,25596,0,0,0,delay,,duly,0,0,0
837,17064,637,518,260,duly,duly,duly,270,554,849
838,3555,1622,1721,1934,duly,delay,delay,124,142,85
839,14931,1004,62,109,duly,duly,delay,1004,104,59
840,7821,3881,5745,3484,duly,duly,duly,177,1798,142
841,3555,3466,2648,1759,duly,duly,duly,170,62,70
842,24174,3365,2752,758,duly,duly,duly,142,178,26
843,5688,2463,2452,2553,delay,delay,duly,56,90,99
844,6399,2892,3019,3077,duly,duly,duly,142,115,233
845,30573,1496,2220,3044,,,duly,2047,2207,2596
846,16353,2305,1094,132,duly,duly,duly,119,163,604
847,3555,538,974,882,duly,duly,duly,533,370,320
848,23463,9928,9201,7926,duly,duly,duly,498,587,555
849,8532,132,184,30,duly,duly,duly,212,80,24
850,6399,6193,6443,4680,duly,duly,duly,327,255,213
851,1422,396,683,1370,duly,duly,duly,235,808,55
852,1422,110,296,424,duly,duly,duly,120,522,248
853,21330,2496,2390,2817,duly,duly,duly,108,333,113
854,8532,7013,4072,3128,duly,duly,duly,269,101,100
855,4266,34,56,22,delay,delay,duly,34,0,39
856,9243,0,0,0,delay,,duly,0,0,0
857,17775,1216,3939,669,,,duly,3939,669,0
858,17775,17060,17679,14732,duly,duly,duly,800,658,551
859,10665,7545,7844,8968,duly,duly,duly,338,666,269
860,32706,711,108,260,duly,duly,duly,253,269,132
861,2844,576,678,677,delay,delay,delay,58,25,43
862,1422,1227,1345,1433,duly,duly,duly,129,97,28
863,2133,2096,2061,2044,delay,delay,delay,71,0,132
864,15642,15745,11272,8697,delay,duly,duly,537,377,302
865,16353,134,194,222,duly,duly,duly,117,251,436
866,1422,1359,475,613,delay,delay,duly,0,766,0
867,25596,582,605,1200,duly,duly,duly,318,824,1083
868,10665,5107,0,36,duly,,duly,0,36,178
869,7821,7902,7744,5484,delay,delay,duly,155,254,206
870,8532,4441,8343,8263,duly,duly,duly,3974,359,299
871,21330,20796,253,485,duly,duly,duly,458,535,528
872,18486,11882,11461,9406,duly,delay,duly,3804,356,2346
873,2133,1902,2051,2112,duly,duly,duly,110,71,21
874,3555,3845,3749,2435,duly,duly,duly,173,107,79
875,12798,34,30,69,duly,duly,duly,34,12,96
876,3555,3625,2466,1305,duly,duly,duly,135,27,52
877,8532,311,385,484,delay,delay,duly,53,89,25
878,10665,1173,574,187,,,duly,754,322,193
879,21330,32,-4,-76,duly,duly,duly,28,0,64
880,3555,3247,903,216,duly,duly,duly,88,146,126
881,24885,48,48,1116,delay,duly,duly,48,48,1122
882,19908,768,12662,10938,duly,duly,duly,6834,422,292
883,17064,1350,804,804,duly,duly,duly,360,533,260
884,711,661,691,355,duly,duly,duly,85,14,0
885,19197,59,66,-71,duly,duly,duly,108,36,0
886,27729,17753,14439,14092,duly,duly,duly,622,533,519
887,3555,523,42,3122,duly,duly,duly,77,1541,124
888,8532,6612,6897,3555,duly,duly,duly,142,142,0
889,6399,0,0,0,delay,,duly,0,0,0
890,6399,5398,5833,6326,duly,duly,delay,242,475,243
891,7821,346,490,537,duly,duly,duly,142,107,71
892,8532,157,212,239,delay,duly,delay,36,71,71
893,12798,198,164,548,duly,duly,duly,207,135,628
894,2133,1471,1434,1098,delay,delay,delay,85,0,71
895,7110,14,106,6803,duly,duly,duly,14,3387,195
896,11376,6246,6512,6622,delay,duly,delay,160,277,274
897,5688,345,615,680,duly,duly,duly,234,1018,208
898,4266,845,50,211,duly,,duly,90,102,585
899,12798,34,222,12,duly,duly,duly,98,156,0
900,9954,899,448,254,duly,duly,duly,635,305,338
901,9954,0,0,0,delay,,duly,0,0,0
902,14220,391,0,28,duly,,duly,372,14,0
903,5688,240,244,300,,duly,duly,244,240,300
904,2133,2214,2104,2018,delay,delay,duly,0,39,117
905,2133,1616,1742,1814,duly,duly,duly,99,64,67
906,4266,4070,3975,524,duly,duly,duly,213,107,604
907,10665,555,213,148,,,duly,219,166,628
908,14931,13357,11724,6074,duly,duly,duly,465,391,320
909,1422,1032,1228,576,delay,duly,duly,117,100,68
910,17064,33779,27797,25186,duly,duly,duly,1107,960,853
911,1422,1281,1213,965,duly,duly,duly,93,53,80
912,29151,3141,2840,2672,duly,duly,duly,186,804,54
913,3555,388,148,0,delay,duly,duly,36,0,0
914,5688,3901,3946,4214,delay,duly,delay,92,249,178
915,4266,4304,3930,2763,delay,duly,duly,160,249,71
916,34128,34063,28897,38034,duly,duly,duly,1185,985,1225
917,17775,4632,2640,2517,delay,duly,duly,137,142,71
918,14220,398,107,178,duly,duly,duly,201,107,44
919,2133,1894,1897,2065,delay,delay,delay,36,149,0
920,4266,437,193,681,duly,delay,duly,116,995,73
921,22752,1950,2529,2195,duly,duly,duly,2007,107,217
922,25596,8649,9561,10200,duly,duly,duly,711,551,498
923,14220,0,0,0,delay,,duly,0,0,0
924,2133,1482,1696,1780,delay,delay,duly,142,71,107
925,16353,48,384,155,duly,duly,duly,295,53,30
926,12798,1860,1878,1835,duly,duly,duly,117,71,73
927,3555,3804,3521,3024,delay,duly,duly,398,118,118
928,14931,151,99,53,duly,delay,duly,88,99,53
929,9243,3292,3055,3158,duly,duly,duly,213,249,249
930,14931,5611,6105,2388,duly,duly,delay,320,323,3559
931,12087,11,0,10,duly,,duly,4,0,10
932,27018,19167,18493,15230,duly,duly,duly,748,764,533
933,15642,340,224,83,duly,duly,duly,253,171,65
934,711,280,104,627,duly,duly,duly,133,351,34
935,12087,6744,6994,7582,duly,duly,duly,281,272,428
936,2133,1299,1452,1704,delay,duly,duly,100,156,36
937,4977,1509,2929,3052,delay,duly,duly,1556,140,101
938,14220,3516,6220,6363,duly,duly,duly,3178,284,249
